time/s	Ewe/V	I/mA
1.50E+04	1.24E+00	-2.31E-01
1.50E+04	1.24E+00	-2.31E-01
1.51E+04	1.24E+00	-2.31E-01
1.51E+04	1.25E+00	-2.31E-01
1.51E+04	1.25E+00	-2.31E-01
1.51E+04	1.24E+00	-2.31E-01
1.51E+04	1.24E+00	-2.31E-01
1.52E+04	1.25E+00	-2.31E-01
1.52E+04	1.25E+00	-2.31E-01
1.52E+04	1.25E+00	-2.31E-01
1.52E+04	1.25E+00	-2.31E-01
1.52E+04	1.24E+00	-2.31E-01
1.53E+04	1.24E+00	-2.31E-01
1.53E+04	1.24E+00	-2.31E-01
1.53E+04	1.24E+00	-2.31E-01
1.53E+04	1.24E+00	-2.31E-01
1.53E+04	1.24E+00	-2.31E-01
1.54E+04	1.24E+00	-2.31E-01
1.54E+04	1.24E+00	-2.31E-01
1.54E+04	1.24E+00	-2.31E-01
1.54E+04	1.24E+00	-2.31E-01
1.54E+04	1.24E+00	-2.31E-01
1.55E+04	1.24E+00	-2.31E-01
1.55E+04	1.24E+00	-2.31E-01
1.55E+04	1.24E+00	-2.31E-01
1.55E+04	1.24E+00	-2.31E-01
1.55E+04	1.24E+00	-2.31E-01
1.56E+04	1.24E+00	-2.31E-01
1.56E+04	1.24E+00	-2.31E-01
1.56E+04	1.24E+00	-2.31E-01
1.56E+04	1.24E+00	-2.31E-01
1.56E+04	1.24E+00	-2.31E-01
1.57E+04	1.23E+00	-2.31E-01
1.57E+04	1.23E+00	-2.31E-01
1.57E+04	1.23E+00	-2.31E-01
1.57E+04	1.23E+00	-2.31E-01
1.57E+04	1.23E+00	-2.31E-01
1.58E+04	1.23E+00	-2.31E-01
1.58E+04	1.23E+00	-2.31E-01
1.58E+04	1.23E+00	-2.31E-01
1.58E+04	1.23E+00	-2.31E-01
1.58E+04	1.23E+00	-2.31E-01
1.59E+04	1.23E+00	-2.31E-01
1.59E+04	1.23E+00	-2.31E-01
1.59E+04	1.23E+00	-2.31E-01
1.59E+04	1.23E+00	-2.31E-01
1.59E+04	1.23E+00	-2.31E-01
1.60E+04	1.23E+00	-2.31E-01
1.60E+04	1.23E+00	-2.31E-01
1.60E+04	1.23E+00	-2.31E-01
1.60E+04	1.23E+00	-2.31E-01
1.60E+04	1.23E+00	-2.31E-01
1.61E+04	1.22E+00	-2.31E-01
1.61E+04	1.22E+00	-2.31E-01
1.61E+04	1.22E+00	-2.31E-01
1.61E+04	1.22E+00	-2.31E-01
1.61E+04	1.22E+00	-2.31E-01
1.62E+04	1.22E+00	-2.31E-01
1.62E+04	1.22E+00	-2.31E-01
1.62E+04	1.22E+00	-2.31E-01
1.62E+04	1.22E+00	-2.31E-01
1.62E+04	1.21E+00	-2.31E-01
1.63E+04	1.21E+00	-2.31E-01
1.63E+04	1.21E+00	-2.31E-01
1.63E+04	1.21E+00	-2.31E-01
1.63E+04	1.21E+00	-2.31E-01
1.63E+04	1.21E+00	-2.31E-01
1.64E+04	1.21E+00	-2.31E-01
1.64E+04	1.21E+00	-2.31E-01
1.64E+04	1.21E+00	-2.31E-01
1.64E+04	1.21E+00	-2.31E-01
1.64E+04	1.21E+00	-2.31E-01
1.65E+04	1.21E+00	-2.31E-01
1.65E+04	1.21E+00	-2.31E-01
1.65E+04	1.21E+00	-2.31E-01
1.65E+04	1.21E+00	-2.31E-01
1.65E+04	1.21E+00	-2.31E-01
1.66E+04	1.21E+00	-2.31E-01
1.66E+04	1.21E+00	-2.31E-01
1.66E+04	1.21E+00	-2.31E-01
1.66E+04	1.20E+00	-2.31E-01
1.66E+04	1.19E+00	-2.31E-01
1.67E+04	1.17E+00	-2.31E-01
1.67E+04	1.09E+00	-2.31E-01
1.67E+04	1.01E+00	-2.31E-01
1.67E+04	1.04E+00	-2.31E-01
1.67E+04	1.10E+00	-2.31E-01
1.68E+04	1.10E+00	-2.31E-01
1.68E+04	1.09E+00	-2.31E-01
1.68E+04	1.05E+00	-2.31E-01
1.68E+04	1.09E+00	-2.31E-01
1.68E+04	1.10E+00	-2.31E-01
1.69E+04	1.11E+00	-2.31E-01
1.69E+04	1.12E+00	-2.31E-01
1.69E+04	1.14E+00	-2.31E-01
1.69E+04	1.14E+00	-2.31E-01
1.69E+04	1.14E+00	-2.31E-01
1.70E+04	1.14E+00	-2.31E-01
1.70E+04	1.14E+00	-2.31E-01
1.70E+04	1.14E+00	-2.31E-01
1.70E+04	1.14E+00	-2.31E-01
1.70E+04	1.14E+00	-2.31E-01
1.71E+04	1.14E+00	-2.31E-01
1.71E+04	1.13E+00	-2.31E-01
1.71E+04	1.13E+00	-2.31E-01
1.71E+04	1.13E+00	-2.31E-01
1.71E+04	1.13E+00	-2.31E-01
1.72E+04	1.13E+00	-2.31E-01
1.72E+04	1.13E+00	-2.31E-01
1.72E+04	1.13E+00	-2.31E-01
1.72E+04	1.13E+00	-2.31E-01
1.72E+04	1.13E+00	-2.31E-01
1.73E+04	1.13E+00	-2.31E-01
1.73E+04	1.13E+00	-2.31E-01
1.73E+04	1.13E+00	-2.31E-01
1.73E+04	1.12E+00	-2.31E-01
1.73E+04	1.12E+00	-2.31E-01
1.74E+04	1.12E+00	-2.31E-01
1.74E+04	1.12E+00	-2.31E-01
1.74E+04	1.12E+00	-2.31E-01
1.74E+04	1.12E+00	-2.31E-01
1.74E+04	1.12E+00	-2.31E-01
1.75E+04	1.12E+00	-2.31E-01
1.75E+04	1.12E+00	-2.31E-01
1.75E+04	1.12E+00	-2.31E-01
1.75E+04	1.12E+00	-2.31E-01
1.75E+04	1.12E+00	-2.31E-01
1.76E+04	1.12E+00	-2.31E-01
1.76E+04	1.12E+00	-2.31E-01
1.76E+04	1.12E+00	-2.31E-01
1.76E+04	1.12E+00	-2.31E-01
1.76E+04	1.12E+00	-2.31E-01
1.77E+04	1.11E+00	-2.31E-01
1.77E+04	1.11E+00	-2.31E-01
1.77E+04	1.11E+00	-2.31E-01
1.77E+04	1.11E+00	-2.31E-01
1.77E+04	1.11E+00	-2.31E-01
1.78E+04	1.11E+00	-2.31E-01
1.78E+04	1.11E+00	-2.31E-01
1.78E+04	1.11E+00	-2.31E-01
1.78E+04	1.11E+00	-2.31E-01
1.78E+04	1.11E+00	-2.31E-01
1.79E+04	1.11E+00	-2.31E-01
1.79E+04	1.11E+00	-2.31E-01
1.79E+04	1.11E+00	-2.31E-01
1.79E+04	1.11E+00	-2.31E-01
1.79E+04	1.11E+00	-2.31E-01
1.80E+04	1.11E+00	-2.31E-01
1.80E+04	1.11E+00	-2.31E-01
1.80E+04	1.11E+00	-2.31E-01
1.80E+04	1.11E+00	-2.31E-01
1.80E+04	1.10E+00	-2.31E-01
1.81E+04	1.10E+00	-2.31E-01
1.81E+04	1.10E+00	-2.31E-01
1.81E+04	1.10E+00	-2.31E-01
1.81E+04	1.10E+00	-2.31E-01
1.81E+04	1.10E+00	-2.31E-01
1.82E+04	1.10E+00	-2.31E-01
1.82E+04	1.10E+00	-2.31E-01
1.82E+04	1.10E+00	-2.31E-01
1.82E+04	1.10E+00	-2.31E-01
1.82E+04	1.10E+00	-2.31E-01
1.83E+04	1.10E+00	-2.31E-01
1.83E+04	1.10E+00	-2.31E-01
1.83E+04	1.10E+00	-2.31E-01
1.83E+04	1.09E+00	-2.31E-01
1.83E+04	1.09E+00	-2.31E-01
1.84E+04	1.09E+00	-2.31E-01
1.84E+04	1.09E+00	-2.31E-01
1.84E+04	1.09E+00	-2.31E-01
1.84E+04	1.09E+00	-2.31E-01
1.84E+04	1.09E+00	-2.31E-01
1.85E+04	1.09E+00	-2.31E-01
1.85E+04	1.09E+00	-2.31E-01
1.85E+04	1.09E+00	-2.31E-01
1.85E+04	1.09E+00	-2.31E-01
1.85E+04	1.09E+00	-2.31E-01
1.86E+04	1.09E+00	-2.31E-01
1.86E+04	1.09E+00	-2.31E-01
1.86E+04	1.09E+00	-2.31E-01
1.86E+04	1.09E+00	-2.31E-01
1.86E+04	1.08E+00	-2.31E-01
1.87E+04	1.08E+00	-2.31E-01
1.87E+04	1.11E+00	-2.31E-01
1.87E+04	1.13E+00	-2.31E-01
1.87E+04	1.13E+00	-2.31E-01
1.87E+04	1.14E+00	-2.31E-01
1.88E+04	1.14E+00	-2.31E-01
1.88E+04	1.14E+00	-2.31E-01
1.88E+04	1.14E+00	-2.31E-01
1.88E+04	1.15E+00	-2.31E-01
1.88E+04	1.15E+00	-2.31E-01
1.89E+04	1.15E+00	-2.31E-01
1.89E+04	1.15E+00	-2.31E-01
1.89E+04	1.15E+00	-2.31E-01
1.89E+04	1.15E+00	-2.31E-01
1.89E+04	1.15E+00	-2.31E-01
1.90E+04	1.15E+00	-2.31E-01
1.90E+04	1.14E+00	-2.31E-01
1.90E+04	1.15E+00	-2.31E-01
1.90E+04	1.14E+00	-2.31E-01
1.90E+04	1.14E+00	-2.31E-01
1.91E+04	1.14E+00	-2.31E-01
1.91E+04	1.14E+00	-2.31E-01
1.91E+04	1.14E+00	-2.31E-01
1.91E+04	1.14E+00	-2.31E-01
1.91E+04	1.14E+00	-2.31E-01
1.92E+04	1.14E+00	-2.31E-01
1.92E+04	1.14E+00	-2.31E-01
1.92E+04	1.14E+00	-2.31E-01
1.92E+04	1.14E+00	-2.31E-01
1.92E+04	1.14E+00	-2.31E-01
1.93E+04	1.14E+00	-2.31E-01
1.93E+04	1.14E+00	-2.31E-01
1.93E+04	1.14E+00	-2.31E-01
1.93E+04	1.13E+00	-2.31E-01
1.93E+04	1.13E+00	-2.31E-01
1.94E+04	1.13E+00	-2.31E-01
1.94E+04	1.13E+00	-2.31E-01
1.94E+04	1.13E+00	-2.31E-01
1.94E+04	1.13E+00	-2.31E-01
1.94E+04	1.13E+00	-2.31E-01
1.95E+04	1.13E+00	-2.31E-01
1.95E+04	1.13E+00	-2.31E-01
1.95E+04	1.13E+00	-2.31E-01
1.95E+04	1.13E+00	-2.31E-01
1.95E+04	1.13E+00	-2.31E-01
1.96E+04	1.13E+00	-2.31E-01
1.96E+04	1.13E+00	-2.31E-01
1.96E+04	1.13E+00	-2.31E-01
1.96E+04	1.12E+00	-2.31E-01
1.96E+04	1.12E+00	-2.31E-01
1.97E+04	1.11E+00	-2.31E-01
1.97E+04	1.09E+00	-2.31E-01
1.97E+04	1.03E+00	-2.31E-01
1.97E+04	9.49E-01	-2.31E-01
1.97E+04	9.90E-01	-2.31E-01
1.98E+04	9.74E-01	-2.31E-01
1.98E+04	1.01E+00	-2.31E-01
1.98E+04	1.04E+00	-2.31E-01
1.98E+04	1.05E+00	-2.31E-01
1.98E+04	1.05E+00	-2.31E-01
1.99E+04	1.05E+00	-2.31E-01
1.99E+04	1.05E+00	-2.31E-01
1.99E+04	1.05E+00	-2.31E-01
1.99E+04	1.05E+00	-2.31E-01
1.99E+04	1.04E+00	-2.31E-01
2.00E+04	1.05E+00	-2.31E-01
2.00E+04	1.05E+00	-2.31E-01
2.00E+04	1.04E+00	-2.31E-01
2.00E+04	1.04E+00	-2.31E-01
2.00E+04	1.05E+00	-2.31E-01
2.01E+04	1.04E+00	-2.31E-01
2.01E+04	1.03E+00	-2.31E-01
2.01E+04	1.00E+00	-2.31E-01
2.01E+04	9.99E-01	-2.31E-01
2.01E+04	9.79E-01	-2.31E-01
2.02E+04	1.01E+00	-2.31E-01
2.02E+04	1.01E+00	-2.31E-01
2.02E+04	9.91E-01	-2.31E-01
2.02E+04	9.90E-01	-2.31E-01
2.02E+04	9.58E-01	-2.31E-01
2.03E+04	9.46E-01	-2.31E-01
2.03E+04	9.43E-01	-2.31E-01
2.03E+04	9.44E-01	-2.31E-01
2.03E+04	8.32E-01	-2.31E-01
2.03E+04	8.39E-01	-2.31E-01
2.04E+04	7.66E-01	-2.31E-01
2.04E+04	6.77E-01	-2.31E-01
2.04E+04	6.55E-01	-2.31E-01
2.04E+04	6.24E-01	-2.31E-01
2.04E+04	5.97E-01	-2.31E-01
2.05E+04	5.70E-01	-2.31E-01
2.05E+04	5.17E-01	-2.31E-01
2.05E+04	5.00E-01	-2.31E-01
2.05E+04	5.00E-01	-2.31E-01
2.05E+04	4.99E-01	-2.31E-01
2.06E+04	4.99E-01	-1.38E-01
2.06E+04	4.99E-01	-1.54E+00
2.07E+04	4.99E-01	-1.29E+00
2.07E+04	4.99E-01	-1.07E+00
2.08E+04	4.99E-01	-8.28E-01
2.09E+04	4.99E-01	-4.84E-01
2.09E+04	4.99E-01	-3.05E-01
2.10E+04	4.99E-01	-9.05E-03
2.10E+04	4.99E-01	-8.88E-03
2.10E+04	1.18E+00	0.00E+00
2.10E+04	1.05E+01	6.70E+01
2.10E+04	1.05E+01	6.75E+01
2.10E+04	1.24E+00	0.00E+00
2.10E+04	3.00E+00	2.50E+00
